id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,categoria_general,link
40194,women,Apparel,topwear,kurtis,Mustard,Summer,2012.0,Ethnic,Mumbai Slang Women Mustard Kurti,top,http://assets.myntassets.com/v1/images/style/properties/a01dc5697f23095382e71cd505d5eb1a_images.jpg
57123,women,Apparel,topwear,tops,Red,Summer,2012.0,Casual,Elle Women Red Top,top,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Red-Top_fdbd86b47695a194c01ed848ff617ab0_images.jpg
11736,men,Apparel,topwear,tshirts,Maroon,Fall,2011.0,Casual,Lee Men Stripes Maroon T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/1e6a2e3d1f1035afa7f50ddbb01c2abe_images.jpg
25503,girls,Apparel,dress,dresses,Black,Fall,2011.0,Casual,Doodle Kids Girls Polka Dot Black Dress,falda/vestido,http://assets.myntassets.com/v1/images/style/properties/f099bd68b6da608dea6d51c2824833de_images.jpg
59885,women,Apparel,topwear,tops,Beige,Fall,2012.0,Casual,Femella Women Beige Tube Top,top,http://assets.myntassets.com/v1/images/style/properties/Femella-Women-Beige-Tube-Top_69dd6f76659b5ff7a061095e192189b3_images.jpg
16513,men,Apparel,bottomwear,jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans,pantalon,http://assets.myntassets.com/v1/images/style/properties/d4db7686862888cc7d0489334487d269_images.jpg
46263,women,Apparel,topwear,tunics,Black,Summer,2012.0,Casual,109F Women Black Printed Tunic,top,http://assets.myntassets.com/v1/images/style/properties/5cebbfe2c9c5e93bcb4562e1d935fadb_images.jpg
7144,women,Apparel,topwear,tops,Blue,Fall,2011.0,Casual,Scullers For Her Women's Wow Knit Blue Top,top,http://assets.myntassets.com/v1/images/style/properties/bf89f4b7238421b51131ae04719512ca_images.jpg
12381,men,Apparel,topwear,shirts,Blue,Fall,2011.0,Formal,Reid & Taylor Men Checks Blue Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/ae748b8d00682f0fc17bd12e6a486581_images.jpg
31103,boys,Apparel,topwear,tshirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Printed Black T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/d9aef410abb4119dce3969e31147c8c0_images.jpg
2604,women,Apparel,topwear,tshirts,Maroon,Fall,2010.0,Sports,ADIDAS Women Maroon T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/e5bcc4207da838bc8eac86ba16149690_images.jpg
43523,women,Apparel,bottomwear,trousers,Beige,Winter,2011.0,Casual,French Connection Women Beige Trousers,pantalon,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Women-Beige-Trousers_e74bfbb003c16c0af1326f65703b6200_images.jpg
13253,men,Apparel,topwear,tshirts,Navy Blue,Fall,2011.0,Casual,Palm Tree Kids Boys Printed Navy Blue Tshirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/b44feaa13ca707938d442c0eafafceca_images.jpg
26988,women,Apparel,bottomwear,jeggings,Blue,Fall,2012.0,Casual,Jealous 21 Women Blue Jeggings,pantalon,http://assets.myntassets.com/v1/images/style/properties/Jealous-21-Women-Blue-Jeggings_1d34cb02638be7de690b4caf4c1b03bd_images.jpg
44706,women,Apparel,topwear,tops,White,Fall,2012.0,Casual,Wills Lifestyle Women White Top,top,http://assets.myntassets.com/v1/images/style/properties/Wills-Lifestyle-Women-White-Top_b8d24118e2de6b4a3537e8bcc16e9d3f_images.jpg
5421,boys,Apparel,topwear,tshirts,White,Summer,2011.0,Casual,Ant Kids Boy's Love This Game White Kidswear,camiseta,http://assets.myntassets.com/v1/images/style/properties/be814fca0af0303241927427677824ba_images.jpg
20243,women,Apparel,topwear,tshirts,Blue,Fall,2011.0,Casual,Wrangler Women Native Blue Tshirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/2a65d793c7e9156cff3d8758933877ab_images.jpg
14076,men,Apparel,topwear,shirts,Blue,Winter,2016.0,Casual,Flying Machine Men Check Blue Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/eaca895bbca83fbc080ce26ced471a0d_images.jpg
21391,men,Apparel,topwear,tshirts,Red,Fall,2011.0,Casual,Locomotive Men Printed Red T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/6d9295b88bbe62fa734e1af0b38671e1_images.jpg
36326,boys,Apparel,topwear,tshirts,Yellow,Summer,2012.0,Casual,Mr. Men Boys Mr. Noisy Yellow T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/29fa18e7de03ea416069c617f6dcf82d_images.jpg
15998,men,Apparel,topwear,shirts,Brown,Fall,2011.0,Casual,Turtle Check Men Brown Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/ffca5efa00f39fcbd83fff9917e5ddf7_images.jpg
38846,women,Apparel,dress,dresses,Brown,Summer,2012.0,Casual,Latin Quarters Women Brown Printed Dress,falda/vestido,http://assets.myntassets.com/v1/images/style/properties/46d1a2e4fcf37556207fa972a3ce4183_images.jpg
21157,women,Apparel,topwear,shirts,Green,Summer,2012.0,Casual,s.Oliver Women Striped Green Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/591913335e9b929442158f8126ad07d0_images.jpg
40160,boys,Apparel,bottomwear,jeans,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Raw Wash Navy Blue Jeans,pantalon,http://assets.myntassets.com/v1/images/style/properties/46eb5d79abc8be2579ff33ed1b812a02_images.jpg
33492,men,Apparel,topwear,shirts,Blue,Summer,2012.0,Casual,Doodle Kids Boy Check Blue Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/76073789ce4b9e7a82f4fff4bd97486a_images.jpg
10610,men,Apparel,topwear,tshirts,Blue,Fall,2011.0,Casual,Flying Machine Men Green Polo Tshirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/ede2ec72e25709cb4fc1f8e49821cf80_images.jpg
3510,women,Apparel,bottomwear,capris,Black,Fall,2010.0,Sports,ADIDAS Women Black Silver Tights Capri,short,http://assets.myntassets.com/v1/images/style/properties/774406d5e1baa908970ecabefe929de4_images.jpg
26372,women,Apparel,bottomwear,trousers,Grey,Summer,2012.0,Formal,Arrow Woman Check Grey Trousers,pantalon,http://assets.myntassets.com/v1/images/style/properties/ac3466b50b98db8fec888f7bf200aba1_images.jpg
12147,women,Apparel,topwear,kurtis,Green,Fall,2011.0,Ethnic,Aurelia Women Solid Green Kurtis,top,http://assets.myntassets.com/v1/images/style/properties/c9558d1ec630049a1ad1085ede698384_images.jpg
13095,men,Apparel,topwear,sweatshirts,Green,Fall,2011.0,Sports,ADIDAS Men Cfc Auth Hood Green Sweatshirts,abrigo,http://assets.myntassets.com/v1/images/style/properties/3cd5c7a2fe25538c55375253601a71ff_images.jpg
6062,men,Apparel,topwear,tshirts,Black,Summer,2011.0,Casual,UCB Men's Roundneck Take Good Look Black T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/27ac3b3b11dcdd39b78db8d23bb43967_images.jpg
26140,men,Apparel,bottomwear,trousers,Black,Summer,2012.0,Formal,John Miller Men Striped Black Trousers,pantalon,http://assets.myntassets.com/v1/images/style/properties/aad1f08742c7b0051c8e61ee619fe3ed_images.jpg
3722,men,Apparel,topwear,tshirts,Green,Summer,2011.0,Casual,Lee Men's Green Cowboy T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/5f2aa3f764d0bcbbfe59e9cdb52d8a5d_images.jpg
30819,women,Apparel,bottomwear,leggings,Pink,Summer,2012.0,Ethnic,Fabindia Women Pink Leggings,pantalon,http://assets.myntassets.com/v1/images/style/properties/fae12554815134322d07b4a9d6ee3c31_images.jpg
37200,men,Apparel,bottomwear,jeans,Blue,Summer,2012.0,Casual,United Colors of Benetton Men Washed Blue Jeans,pantalon,http://assets.myntassets.com/v1/images/style/properties/cb5ddf095d209d7d367ef841074e6aec_images.jpg
1849,men,Apparel,topwear,tshirts,White,Summer,2011.0,Casual,Inkfruit Mens Unbreakable Mumbai T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/dad94da4a4bd8b362a5606b1170bd13d_images.jpg
14082,men,Apparel,topwear,sweaters,Blue,Fall,2011.0,Casual,Flying Machine Men Solid Blue Sweaters,abrigo,http://assets.myntassets.com/v1/images/style/properties/9196caf44e7339a5b563cedc64c2ac97_images.jpg
53745,women,Apparel,bottomwear,capris,Grey,Summer,2012.0,Casual,ADIDAS Women Dark Grey Capris,short,http://assets.myntassets.com/v1/images/style/properties/Adidas-Women-Slate-Grey-Capris_e6a336ea353cfc079b50a09770e392d6_images.jpg
15150,men,Apparel,topwear,shirts,Red,Fall,2011.0,Casual,Arrow Sport Men Stripes Blue Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/90ba33b95b22e0790d4a2eaf190807cc_images.jpg
40352,women,Apparel,bottomwear,jeans,Navy Blue,Summer,2012.0,Casual,Tokyo Talkies Women Navy Blue Slim Fit Jeans,pantalon,http://assets.myntassets.com/v1/images/style/properties/a946e0d435533666044c14128af9e5d6_images.jpg
38248,boys,Apparel,topwear,tshirts,Multi,Summer,2012.0,Casual,Batman Boys Multi Coloured T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/1b57911239cc718350f2fb20da8e6ab9_images.jpg
2294,women,Apparel,topwear,tops,White,Fall,2010.0,Sports,Nike Women's Miller Top,top,http://assets.myntassets.com/v1/images/style/properties/8dc7dbcf65e1676e4987dc2980ee7c4c_images.jpg
3346,men,Apparel,topwear,tshirts,Black,Summer,2011.0,Casual,Myntra Men's You Are Not My Type Black T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/ebd8d45dcc4dfbfb092cf870ef726b86_images.jpg
31593,men,Apparel,topwear,tshirts,Grey,Summer,2012.0,Casual,Mark Taylor Men Printed Grey T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/6da87c631623e39cc371da902ab99acf_images.jpg
17263,men,Apparel,topwear,tshirts,Red,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Tibetian Red Polo Tshirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/86dec210a423c607dc3f4df0f1888374_images.jpg
23056,men,Apparel,topwear,tshirts,Grey,Fall,2011.0,Casual,Arrow Sport Men Grey Striped T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/aa2a7fc33bd305b3f77a473fe30d9b31_images.jpg
54938,women,Apparel,topwear,tshirts,Sea Green,Summer,2012.0,Casual,Do u speak green Women Sea green T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/Do-u-speak-green-Women-Blue-T-shirt_343db106d79b309f6c41df07a0966eeb_images.jpg
51476,men,Apparel,bottomwear,jeans,Blue,Summer,2012.0,Casual,Denizen Men Blue Jeans,pantalon,http://assets.myntassets.com/v1/images/style/properties/3b6682b961f1608ef77ef3ac1b3673c8_images.jpg
24273,men,Apparel,topwear,tshirts,Navy Blue,Summer,2012.0,Casual,Quiksilver Men Navy Blue Basic T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/6d4cf387b20dd513feec31a245caf6a3_images.jpg
10046,men,Apparel,topwear,tshirts,Green,Fall,2011.0,Casual,Puma Men Heroes Graphic Green Tshirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/eb6356e3915780613a7c3533ad3fdab0_images.jpg
4351,men,Apparel,topwear,tshirts,Brown,Summer,2011.0,Casual,Mickey Men's Mickey Standing Passing Ray Brown T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/46c85c9b16de0d8063a172ed276b5785_images.jpg
32918,men,Apparel,topwear,tshirts,Blue,Summer,2012.0,Casual,Status Quo Men Printed Blue T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/6328f454453f8be052f4516760e8aad5_images.jpg
53113,men,Apparel,topwear,tshirts,Grey,Summer,2012.0,Casual,Myntra Men Grey Printed T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/Myntra-Men-Grey-Melange-T-shirt_16194174180b6881cf19632b1ce24a93_images.jpg
5283,men,Apparel,topwear,tshirts,White,Summer,2011.0,Casual,Classic Polo Men's White Blue Logo T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/a486347bc62358bf57b3969acd9dd5bd_images.jpg
24041,men,Apparel,topwear,tshirts,Black,Fall,2011.0,Casual,Locomotive Men Printed Black T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/49a5d7469f48c8cc345b8b4fade13e73_images.jpg
26716,men,Apparel,topwear,tshirts,Red,Summer,2012.0,Casual,Puma Men Large Logo Red T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/83066e1a6df1f8a59995e1f94fe28e75_images.jpg
3948,women,Apparel,topwear,tops,White,Summer,2011.0,Casual,Jealous 21 Women White Flower Black Stripe Top,top,http://assets.myntassets.com/v1/images/style/properties/3d3ee5e60e59b1bfee6673f2628b6d71_images.jpg
14049,men,Apparel,topwear,shirts,Blue,Fall,2011.0,Casual,Flying Machine Men Washed Blue Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/dc51b135d24652fa3f9f76f60a8c9b35_images.jpg
1882,men,Apparel,topwear,tshirts,Red,Winter,2010.0,Casual,FIFA Mens Code Collection Red T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/75eb1404040e289934744a945fcf33f1_images.jpg
36319,boys,Apparel,topwear,tshirts,Yellow,Summer,2012.0,Casual,Mr. Men Boys Tickle Yellow T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/6730d4bb8e3b17407a7bac0cfbc85b43_images.jpg
38283,boys,Apparel,topwear,tshirts,Green,Summer,2012.0,Casual,Marvel Boys Green T-Shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/2800c8f9f63c160ac3c78fdb91e22f77_images.jpg
7349,men,Apparel,topwear,tshirts,Grey,Fall,2011.0,Casual,Tantra Men's Chai Chai Grey T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/4b02beabcd21a4313b0395dca4340725_images.jpg
27865,women,Apparel,topwear,shirts,Purple,Summer,2012.0,Casual,Scullers For Her Striped Purple Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/635e472c9b1f916ac9accd681e627a68_images.jpg
7947,men,Apparel,topwear,tshirts,White,Fall,2011.0,Sports,Puma Men's Graphic White Navy T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/230f8f688a1aeb54b9d626ef00015384_images.jpg
19564,men,Apparel,topwear,tshirts,Green,Fall,2011.0,Casual,United Colors of Benetton Men Green Polo Tshirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/e02db49d044488f419d29683d7e0a429_images.jpg
6895,women,Apparel,topwear,tops,White,Summer,2011.0,Casual,Forever New Women Ivory Printed White Top,top,http://assets.myntassets.com/v1/images/style/properties/05a8026f1da0f501f1a713536ccfc3b9_images.jpg
13862,men,Apparel,topwear,shirts,Blue,Fall,2011.0,Casual,Scullers Men Check Blue Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/0ce90024befb1c33ceac374f1fdc02e0_images.jpg
50339,women,Apparel,topwear,kurtis,Yellow,Summer,2012.0,Ethnic,Aurelia Women Yellow Kurti,top,http://assets.myntassets.com/v1/images/style/properties/Aurelia-Women-Yellow-Kurti_f60e1b6b1c911b5665d35637142cd2f4_images.jpg
40997,girls,Apparel,bottomwear,jeans,Black,Summer,2012.0,Casual,Gini and Jony  Girls Woven Black Jeans,pantalon,http://assets.myntassets.com/v1/images/style/properties/3d605f2ebf93f8385ea762b8cfeb4b80_images.jpg
8557,men,Apparel,topwear,tshirts,Grey,Fall,2011.0,Casual,Basics Men Grey T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/cd5acabc1bd7c42f65412003c534a770_images.jpg
34218,men,Apparel,topwear,tshirts,Off White,Summer,2013.0,Casual,Proline Off-White Polo T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/61d2e4305e982d3e494235d638770246_images.jpg
28647,women,Apparel,topwear,tshirts,Blue,Summer,2012.0,Sports,Nike Women Slim Crew Blue T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/05f908a2e7972eed14043a87c55ab2d5_images.jpg
2851,men,Apparel,topwear,tshirts,Blue,Summer,2011.0,Casual,Mr.Men Men's Just Mediating Mr.Lazy Blue T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/cf09bf1683801e2e185886501ca931d3_images.jpg
16148,women,Apparel,topwear,tops,Blue,Fall,2011.0,Casual,Tokyo Talkies Women Printed Blue Top,top,http://assets.myntassets.com/v1/images/style/properties/665dc50d7127ea53afb7e80a9d4a8815_images.jpg
3983,men,Apparel,topwear,tshirts,White,Summer,2011.0,Casual,Mr.Men Men's Wassup White T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/574f99f4bd8491647b322f29ef33074a_images.jpg
29795,men,Apparel,topwear,shirts,Olive,Summer,2012.0,Casual,Basics Men Olive Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/e11294782441cf4d22c08489e9e41058_images.jpg
25964,women,Apparel,topwear,tunics,Red,Summer,2012.0,Casual,Femella Women Red Tunic,top,http://assets.myntassets.com/v1/images/style/properties/ca91061156188ae560231df8f9bf3473_images.jpg
5846,women,Apparel,topwear,tops,White,Summer,2011.0,Casual,ADIDAS Women Roller White Top,top,http://assets.myntassets.com/v1/images/style/properties/da1728da1536e814a309a11c111695c4_images.jpg
19332,women,Apparel,topwear,jackets,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Jacket,abrigo,http://assets.myntassets.com/v1/images/style/properties/6a1de000e6e8b90bbcf2dc0c97f2855d_images.jpg
31558,men,Apparel,bottomwear,trousers,Navy Blue,Summer,2012.0,Formal,Mark Taylor Men Striped Navy Blue Trousers,pantalon,http://assets.myntassets.com/v1/images/style/properties/4f6ebdba73ad1c529cea5d937313838a_images.jpg
2099,men,Apparel,topwear,shirts,White,Winter,2010.0,Casual,Lee Men Checks Dark Blue Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/d8dbdfc17eb2181ef17e126e6fdc06fc_images.jpg
9471,men,Apparel,topwear,shirts,Blue,Fall,2011.0,Formal,John Miller Men Blue stripes Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/b00f06c02fbc82e1ba317feb9a77c891_images.jpg
17852,women,Apparel,topwear,tshirts,White,Fall,2011.0,Casual,Flying Machine Women Up Away White Tshirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/c0695f5124ec172c985aae52d0a12c04_images.jpg
26729,men,Apparel,topwear,tshirts,Black,Summer,2012.0,Casual,Puma Men Sunbleach Black T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/5edc6a82901d9c1a03449206a2fcada7_images.jpg
3977,women,Apparel,topwear,tops,Green,Summer,2011.0,Casual,Jealous 21 Women Green Tunic Mirror Print Top,top,http://assets.myntassets.com/v1/images/style/properties/eca3d9d906de80b2b0634dbb3f3e88b1_images.jpg
22389,men,Apparel,topwear,shirts,Blue,Fall,2011.0,Casual,Mark Taylor Men White & Blue Striped Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/1aea10e45859cdb14a058dcfbf5452d8_images.jpg
11399,men,Apparel,topwear,sweatshirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Grey Sweatshirt,abrigo,http://assets.myntassets.com/v1/images/style/properties/d3ea0a7cc15c98136e4ca6048ef7e3ea_images.jpg
11997,men,Apparel,topwear,tshirts,Green,Fall,2011.0,Casual,Classic Polo Men Stripes Green Tshirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/8e847b79e6af90bbaebe8c4a31c69b9e_images.jpg
10845,men,Apparel,topwear,tshirts,Red,Fall,2011.0,Casual,Wrangler Men Falcon Print Red T-Shirts,camiseta,http://assets.myntassets.com/v1/images/style/properties/5cdc9033377b844bc135df514a2fc395_images.jpg
4960,men,Apparel,topwear,tshirts,Green,Summer,2011.0,Casual,Gini and Jony Boy's King Green White Brown Infant Kidswear,camiseta,http://assets.myntassets.com/v1/images/style/properties/0bed6951ba2c3bd3dcbd0fce7f3fb7ee_images.jpg
38613,men,Apparel,topwear,tshirts,Black,Summer,2012.0,Casual,Nike Men Printed Blur Face Black T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/acc58fa1b1b30a857e0fdc963c9fee49_images.jpg
9643,men,Apparel,topwear,shirts,Green,Fall,2011.0,Casual,Indigo Nation Men Checks Shirt Green Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/bb87f3b53629223b4daea1628c8a6d99_images.jpg
8791,men,Apparel,topwear,shirts,Blue,Fall,2011.0,Formal,Indigo Nation Men Price catch Blue White Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/633ec49186cbc8f9ce1092f0c81003c2_images.jpg
22987,men,Apparel,bottomwear,shorts,Grey,Summer,2016.0,Sports,2go Active Gear USA Men Grey Ted Shorts,short,http://assets.myntassets.com/v1/images/style/properties/2bdc0dc92b168d0988faafd47eb13a2f_images.jpg
23069,men,Apparel,topwear,sweaters,Black,Fall,2011.0,Casual,Arrow Sport Men Black Check Sweater,abrigo,http://assets.myntassets.com/v1/images/style/properties/15c9fc68c27cbf42d8165dec3464931b_images.jpg
54907,boys,Apparel,topwear,tshirts,Blue,Summer,2012.0,Casual,Do u speak green Boys T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/Do-u-speak-green-Boys-T-shirt_4ed10aedafa3f27383929a0cc5b1ca04_images.jpg
51449,women,Apparel,topwear,tops,Yellow,Summer,2012.0,Casual,Tonga Women Yellow Top,top,http://assets.myntassets.com/v1/images/style/properties/dcbd48c95a6ab035e93eb3e8e0245a86_images.jpg
29553,men,Apparel,topwear,tshirts,Green,Summer,2012.0,Casual,Classic Polo Men Green T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/42a2636cc393a84e7f7fad1f0400d6e1_images.jpg
1876,men,Apparel,topwear,tshirts,White,Winter,2010.0,Casual,FIFA Mens Mexican Wave White T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/c811f8dad56f737025d6088fb3bea513_images.jpg
20288,men,Apparel,topwear,tshirts,Yellow,Fall,2011.0,Casual,Chimp Men Printed Yellow Tshirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/2528386e39709790bd75bc704d6ab56f_images.jpg
4538,men,Apparel,topwear,tshirts,White,Winter,2011.0,Casual,Classic Polo Men's White T-shirt with Dark Blue Stripes,camiseta,http://assets.myntassets.com/v1/images/style/properties/fe362c05d3c3ffed2e2a8cf4c980984b_images.jpg
48100,women,Apparel,topwear,tops,Rust,Summer,2012.0,Casual,French Connection Women Rust Top,top,http://assets.myntassets.com/v1/images/style/properties/31e2310631c578b6acdd6c71294a43ea_images.jpg
9227,men,Apparel,topwear,shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Plain Blue Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/3d0395161fd56758955eec2f3efb432f_images.jpg
13298,men,Apparel,bottomwear,shorts,White,Fall,2011.0,Casual,Gini and Jony Men Solid White Shorts,short,http://assets.myntassets.com/v1/images/style/properties/bc3532c02866569e4da285b3eb4f305f_images.jpg
26943,women,Apparel,topwear,tshirts,Yellow,Summer,2012.0,Casual,Jealous 21 Women Printed Yellow T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/ba1a208f83c7836ce0acfddb53ab89cf_images.jpg
27891,women,Apparel,topwear,shirts,Purple,Summer,2012.0,Formal,Scullers For Her Purple Striped Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/9764a62895329e8b6a6e9a396de30cb4_images.jpg
19590,women,Apparel,topwear,tops,White,Fall,2011.0,Casual,United Colors of Benetton Women Printed White Top,top,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Women-Off-White---Grey-Printed-Top_e450eebc8adc4b6844c206eaee02aa19_images.jpg
12178,men,Apparel,topwear,shirts,Blue,Fall,2011.0,Casual,Basics Men Blue Slim Fit Checked Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/a2a05cd6ade87f7b369ec21053864ce6_images.jpg
6861,women,Apparel,topwear,tops,Cream,Summer,2011.0,Casual,Forever New Women Golden Prints Cream Top,top,http://assets.myntassets.com/v1/images/style/properties/53823d6a887c587c87e7c33f364ea4cb_images.jpg
30228,men,Apparel,topwear,shirts,Black,Summer,2012.0,Formal,John Miller Men Striped Black Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/c937208d3bbb79db01f5b1f31888065a_images.jpg
12944,men,Apparel,topwear,shirts,Yellow,Fall,2011.0,Casual,Basics Men Yellow Slim Fit Striped Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/93dbb1c853488818f1d8bcdad4b1b873_images.jpg
9829,women,Apparel,topwear,tshirts,Blue,Fall,2011.0,Casual,Little Miss Women Printed Blue T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/6c217d22c3c335a8874b4f9ec28a8048_images.jpg
56806,women,Apparel,topwear,kurtis,Brown,Summer,2012.0,Ethnic,Aneri Women Printed Brown Kurti,top,http://assets.myntassets.com/v1/images/style/properties/Aneri-Women-Printed-Brown-Tunic_75c380c3f594a444a080e2166cdb0d28_images.jpg
21168,women,Apparel,topwear,tops,Blue,Fall,2011.0,Casual,s.Oliver Women Check Blue Top,top,http://assets.myntassets.com/v1/images/style/properties/f3dc2226b3fd8e35031ae7e4a97d6266_images.jpg
15701,men,Apparel,topwear,sweaters,Grey,Fall,2011.0,Casual,Spykar Men Stripes Grey Sweaters,abrigo,http://assets.myntassets.com/v1/images/style/properties/815614cff9b274522134e9b7d82a2dd4_images.jpg
4356,men,Apparel,topwear,tshirts,Green,Summer,2011.0,Casual,DC Comics Men's Comic Book Olive T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/c87c4459c1bbd22bb2caeb846aa42f01_images.jpg
53114,men,Apparel,topwear,tshirts,Grey,Summer,2012.0,Casual,Myntra Men Grey T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/Myntra-Men-Grey-Melange-T-shirt_8758ce8ac871985abe2f21a41a7990ff_images.jpg
9449,men,Apparel,topwear,shirts,Purple,Fall,2011.0,Formal,John Miller Men white stripe Blue Shirts,camisa,http://assets.myntassets.com/v1/images/style/properties/57e8f032f92f7c97e0827c27b1749f1f_images.jpg
26711,men,Apparel,topwear,tshirts,White,Summer,2012.0,Casual,Puma Men Graphic White T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/4c9fb83af3d65886c2de51df89ae87b4_images.jpg
2293,women,Apparel,topwear,tshirts,Pink,Fall,2010.0,Casual,Nike Women Accuracy Pink T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/2df9635a5efa7edb8da879b52f3b43f8_images.jpg
3341,men,Apparel,topwear,tshirts,Blue,Summer,2011.0,Sports,ADIDAS Men's Mumbai Indians Graphic Blue T-shirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/46a5bfd55c7377c4d879af3439f1385a_images.jpg
6633,men,Apparel,topwear,shirts,Black,Summer,2011.0,Casual,UCB Men Ben Logo Chest Black Shirt,camisa,http://assets.myntassets.com/v1/images/style/properties/f1a36434444dded89303dcfc4f8e74c7_images.jpg
23051,women,Apparel,dress,dresses,Navy Blue,Fall,2011.0,Casual,Arrow Woman Navy Blue Printed Dress,falda/vestido,http://assets.myntassets.com/v1/images/style/properties/8df82623aae80e8ac4524c912703a315_images.jpg
17264,men,Apparel,topwear,tshirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Limoges Polo Tshirt,camiseta,http://assets.myntassets.com/v1/images/style/properties/f961604ddb7a97f3dc05d9e02fb7e051_images.jpg
